age,income,loan_amount,credit_score,employment_years,debt_ratio,num_of_past_defaults,loan_purpose,default
43,53564.95,14079.95,795,12,0.394,1,房贷,0
29,37609.24,31518.88,655,3,0.309,1,消费,1
54,90098.9,5163.71,657,15,0.255,0,车贷,0
66,39050.1,25069.61,625,12,0.48,0,车贷,1
34,78575.39,16013.19,681,0,0.255,0,消费,0
24,27998.63,19730.32,637,21,0.528,0,消费,1
50,79458.42,14900.49,627,3,0.173,0,消费,0
51,61936.09,27965.36,527,14,0.66,0,教育,1
58,98275.68,9279.34,763,20,0.202,1,消费,0
31,40105.62,16226.37,633,24,0.162,0,消费,0
55,52589.47,23096.52,763,15,0.309,0,消费,0
28,56850.48,7249.84,653,3,0.263,1,车贷,0
23,61645.0,20503.71,705,16,0.572,0,房贷,0
34,57388.42,11841.57,665,10,0.195,0,消费,0
33,57813.07,1503.49,689,24,0.381,0,房贷,0
65,57452.62,1000.0,589,4,0.528,0,教育,1
52,19434.04,11228.03,743,12,0.205,0,房贷,0
54,86853.36,20422.52,634,11,0.088,0,车贷,0
65,127945.0,1000.0,725,22,0.084,0,教育,0
39,71561.96,13703.83,558,2,0.356,0,创业,1
58,40013.48,19585.21,607,3,0.372,0,消费,1
36,42240.15,1137.43,686,9,0.544,0,房贷,0
22,78489.83,6611.28,649,8,0.287,1,消费,0
60,73480.33,16865.12,692,9,0.207,0,教育,0
37,58745.62,19212.57,675,12,0.123,0,房贷,0
54,81574.9,25634.83,788,0,0.279,0,教育,0
62,19594.53,7016.1,698,11,0.672,0,房贷,0
36,81589.37,5067.6,630,10,0.25,1,车贷,0
58,70230.75,26047.83,632,20,0.122,0,消费,0
22,43089.14,5582.99,744,7,0.374,0,消费,0
22,33466.87,16311.93,553,22,0.392,0,教育,1
46,67669.2,30556.48,699,13,0.421,0,房贷,0
33,95959.24,18398.02,582,13,0.255,0,车贷,1
67,59981.95,18657.8,738,19,0.087,0,创业,0
51,46240.93,22863.56,630,22,0.446,0,车贷,0
54,69208.34,16461.37,697,16,0.303,0,消费,0
59,105059.18,18698.6,663,21,0.358,0,教育,0
23,74488.6,9087.99,563,24,0.555,0,房贷,0
28,76866.84,21859.68,705,18,0.321,0,创业,0
43,91901.57,15514.59,610,19,0.311,0,房贷,0
34,75396.26,1000.0,716,23,0.395,0,消费,0
47,47818.67,14065.02,590,20,0.29,0,消费,1
49,26619.57,1000.0,677,20,0.438,0,消费,0
59,44723.63,18068.26,663,16,0.35,0,消费,0
59,40696.02,10014.81,618,5,0.293,0,消费,1
21,79504.78,28197.2,757,13,0.46,0,教育,0
37,82563.66,16161.87,662,17,0.412,0,创业,0
61,68862.59,19855.54,630,16,0.331,0,创业,0
50,37088.78,3081.6,681,5,0.194,1,教育,0
33,104305.13,17818.89,558,4,0.47,0,教育,1
41,55843.38,6554.41,832,12,0.151,0,教育,0
39,78276.58,21269.4,584,15,0.095,0,车贷,0
39,66085.15,2494.01,699,20,0.297,0,房贷,0
45,69590.6,12933.36,664,8,0.545,0,车贷,0
42,77500.05,2158.0,743,11,0.533,1,消费,0
51,49687.56,13069.38,672,9,0.536,0,教育,0
37,93718.85,29191.14,615,12,0.258,0,消费,0
43,30250.88,18130.78,530,18,0.273,0,消费,1
52,42151.76,11722.66,535,15,0.51,0,车贷,1
30,93433.45,1000.0,643,16,0.219,0,房贷,0
30,77980.1,7446.66,756,15,0.246,0,教育,0
56,120888.6,16034.56,543,13,0.081,0,创业,0
28,66503.71,7657.71,789,15,0.429,0,消费,0
40,102409.44,24130.78,736,23,0.172,1,消费,0
52,24135.47,12608.07,566,14,0.254,0,消费,1
34,33902.67,21168.06,584,11,0.564,0,教育,1
48,84701.56,13741.66,591,4,0.526,1,房贷,1
66,26711.91,9654.15,681,10,0.206,0,车贷,0
44,60657.91,7993.72,656,4,0.324,0,教育,0
35,90678.6,3396.69,653,23,0.053,0,车贷,0
42,76025.77,21321.21,625,23,0.081,0,消费,0
50,65244.09,8361.9,672,10,0.324,1,车贷,0
24,55119.64,16439.52,719,1,0.339,0,房贷,0
33,69448.97,7531.17,651,18,0.387,0,消费,0
43,77699.46,2794.25,614,16,0.425,0,消费,0
28,50460.32,16718.7,729,18,0.09,1,车贷,0
38,73178.19,5653.02,645,11,0.391,0,创业,0
32,88725.48,8595.86,699,19,0.259,0,车贷,0
51,60105.48,1386.15,653,22,0.295,0,消费,0
34,66498.7,7808.45,736,24,0.481,0,创业,0
54,75643.13,12204.91,746,4,0.295,0,房贷,0
38,77129.35,9556.33,744,11,0.342,0,消费,0
54,84325.98,18954.93,621,15,0.522,0,消费,0
31,42683.75,13236.93,621,0,0.158,1,房贷,1
61,53363.7,38242.17,721,1,0.433,1,消费,1
32,54178.67,15606.13,655,9,0.542,0,消费,0
69,45113.93,1000.0,658,1,0.131,0,消费,0
35,25434.89,10190.5,611,24,0.318,0,消费,0
51,10000.0,10926.89,759,9,0.311,0,房贷,0
69,91299.96,6784.13,733,22,0.372,1,房贷,0
49,30814.35,12617.19,652,17,0.431,0,教育,0
46,99463.2,6531.12,615,0,0.263,0,消费,0
38,81267.01,14828.97,612,4,0.297,0,创业,0
52,56074.86,1000.0,669,11,0.48,0,教育,0
42,78561.29,21725.35,687,16,0.649,0,车贷,0
58,74352.93,1000.0,600,24,0.203,0,房贷,0
37,40760.96,9759.78,573,18,0.316,0,房贷,1
43,64670.49,5771.99,666,17,0.304,1,房贷,0
44,43443.55,14600.32,721,12,0.78,0,教育,1
28,79390.82,10442.45,665,21,0.378,0,房贷,0
61,49265.14,14139.03,643,2,0.065,0,消费,0
26,62874.15,21445.14,581,20,0.274,0,消费,1
25,61924.42,18533.23,616,9,0.215,0,消费,0
64,67674.74,12308.61,721,13,0.524,0,车贷,0
49,101576.21,15905.82,572,7,0.196,1,消费,1
48,59698.87,28660.06,784,9,0.564,0,教育,0
31,91794.4,18836.03,666,1,0.312,2,创业,1
21,75559.93,9504.93,549,12,0.532,0,消费,1
63,96204.86,22861.85,695,4,0.345,0,消费,0
39,57554.41,15326.14,692,10,0.234,0,消费,0
29,80315.0,3816.41,629,23,0.466,0,房贷,0
47,63696.1,10463.86,726,0,0.232,1,消费,0
54,10000.0,1000.0,617,9,0.327,0,创业,1
64,41023.44,1000.0,704,12,0.223,0,房贷,0
24,77812.29,3933.16,658,3,0.228,0,消费,0
56,76357.83,13041.94,640,20,0.155,0,教育,0
38,36510.5,13066.83,754,9,0.125,1,消费,0
35,69848.09,1000.0,729,11,0.048,1,房贷,0
33,76071.72,1000.0,582,13,0.317,0,房贷,1
39,64237.36,24501.48,687,2,0.308,1,房贷,1
69,81034.01,12809.99,793,1,0.165,0,房贷,0
26,78036.22,25223.55,756,18,0.425,0,消费,0
68,64226.84,24738.02,596,10,0.084,0,房贷,0
32,53761.85,18245.03,772,20,0.299,0,消费,0
57,87935.92,12502.72,725,6,0.401,0,消费,0
37,75189.57,8619.97,587,17,0.427,1,房贷,1
43,34608.48,18108.07,675,13,0.182,0,房贷,0
46,69859.75,10641.21,693,6,0.125,0,创业,0
49,39677.46,6988.24,585,21,0.717,0,消费,1
53,43779.51,1000.0,709,6,0.133,0,房贷,0
47,50657.98,11293.6,830,22,0.08,0,车贷,0
45,65987.21,21321.7,756,8,0.607,0,创业,0
30,73238.68,22704.19,671,22,0.633,0,房贷,0
67,56003.28,12452.87,640,11,0.57,0,消费,1
43,56965.98,4445.96,683,5,0.248,0,房贷,0
41,53928.64,19673.32,592,23,0.412,0,车贷,0
41,88045.3,11869.39,627,6,0.751,0,创业,1
63,10000.0,8891.76,523,21,0.495,0,房贷,1
33,58209.1,1000.0,690,3,0.418,0,车贷,0
57,98989.67,29881.97,636,15,0.268,1,教育,1
53,76379.06,18276.39,703,6,0.469,0,消费,0
44,92870.64,19193.11,668,7,0.311,0,房贷,0
64,20246.53,4666.12,589,7,0.386,0,车贷,1
31,37670.52,12677.87,674,19,0.454,0,车贷,0
37,76309.06,11307.3,610,24,0.414,0,房贷,0
24,99113.87,18647.8,776,2,0.103,0,车贷,0
67,39892.8,23557.61,601,8,0.606,0,创业,1
45,56469.24,1000.0,627,18,0.487,0,车贷,1
50,73832.21,2865.24,589,12,0.281,0,消费,0
29,33045.04,17488.77,583,6,0.212,0,车贷,1
41,76477.21,7681.75,662,19,0.466,0,房贷,0
40,10000.0,18926.43,573,20,0.334,0,车贷,1
39,75829.27,8829.0,647,14,0.302,0,教育,0
39,43108.13,1385.42,690,18,0.274,0,车贷,0
32,55152.86,1000.0,630,1,0.522,0,消费,1
57,79341.45,16115.09,506,11,0.528,0,创业,1
62,74839.55,16323.53,753,7,0.349,0,房贷,0
37,64824.41,20246.83,679,22,0.262,0,消费,0
57,86318.89,14786.93,680,22,0.441,2,房贷,1
68,27596.13,1000.0,644,7,0.166,0,房贷,0
59,69497.12,16279.19,717,12,0.417,0,房贷,0
48,47616.26,1000.0,726,0,0.394,0,教育,0
61,85196.69,1000.0,733,23,0.32,1,房贷,0
55,80115.48,1000.0,679,9,0.457,0,消费,0
67,80913.66,1000.0,564,20,0.337,0,房贷,1
68,101198.4,14371.31,688,23,0.203,0,教育,0
38,89779.65,5784.93,679,8,0.256,0,消费,0
34,61536.73,1000.0,622,1,0.33,0,房贷,0
55,64972.11,12196.2,604,18,0.332,0,教育,0
64,78220.64,2599.57,698,21,0.424,0,车贷,0
61,67995.84,20339.1,655,24,0.206,0,房贷,0
27,80513.81,24326.86,633,13,0.452,1,消费,1
61,15932.95,10150.38,777,9,0.698,0,车贷,0
33,106377.68,23706.83,707,9,0.201,0,消费,0
38,66342.63,23692.52,690,7,0.477,1,房贷,1
57,29305.76,12719.17,745,13,0.173,0,车贷,0
33,44896.55,26734.35,683,12,0.219,0,房贷,0
56,18154.8,6715.87,611,5,0.32,1,教育,1
51,41014.83,1000.0,633,20,0.296,0,车贷,0
22,61870.53,1000.0,711,12,0.121,0,房贷,0
36,98323.72,6324.68,704,2,0.522,0,教育,0
29,74034.84,16541.57,691,19,0.18,0,房贷,0
29,70122.93,2184.01,580,12,0.382,0,消费,1
58,40027.7,6255.69,717,22,0.114,0,教育,0
31,46861.32,1379.45,655,22,0.165,0,消费,0
42,48567.59,6450.33,702,18,0.109,0,消费,0
53,49465.17,23413.03,602,15,0.244,1,房贷,1
56,57266.19,15039.4,798,3,0.158,0,车贷,0
65,58927.76,7095.59,677,2,0.376,1,房贷,1
43,57540.28,22374.0,631,14,0.334,0,房贷,1
65,50230.87,12218.15,705,14,0.23,0,房贷,0
65,67971.17,13136.07,720,17,0.228,0,教育,0
54,58082.87,21713.59,704,21,0.533,0,教育,0
29,29897.52,9087.72,590,6,0.273,0,房贷,1
44,65756.4,19788.04,740,19,0.267,0,车贷,0
28,62431.19,19181.89,636,4,0.298,0,房贷,0
27,30248.2,10762.87,659,7,0.289,0,车贷,1
56,51991.37,1000.0,505,24,0.18,0,消费,1
38,78135.6,12107.88,628,22,0.441,0,消费,0
23,39998.1,21666.65,627,9,0.527,0,车贷,1
48,37672.06,18968.03,692,0,0.125,0,消费,0
26,57852.56,26537.13,623,10,0.323,1,车贷,1
64,78704.51,7831.6,546,2,0.528,0,教育,1
64,104827.21,18624.05,677,20,0.819,0,房贷,0
41,79496.58,3446.55,642,2,0.525,0,房贷,0
48,88866.21,13713.46,609,14,0.335,0,消费,1
60,72627.35,21396.01,666,16,0.366,1,创业,0
21,49927.45,19704.61,535,17,0.529,0,消费,1
56,79337.64,12876.12,703,7,0.052,0,房贷,0
41,63116.62,9721.56,647,22,0.246,0,房贷,0
63,73294.74,3543.94,641,12,0.105,0,教育,0
55,44187.34,10080.93,727,9,0.452,0,消费,0
33,75261.81,1000.0,622,2,0.147,0,房贷,0
69,62348.82,9082.85,678,19,0.523,0,消费,0
30,70087.67,1000.0,651,13,0.195,0,教育,0
64,63128.39,1000.0,850,12,0.514,0,消费,0
67,58901.53,19248.85,694,2,0.481,0,教育,0
30,75663.2,18301.85,580,12,0.363,0,消费,1
66,56066.0,9544.79,783,19,0.667,0,房贷,0
33,30048.86,12550.53,733,23,0.108,0,消费,0
57,23772.66,13690.61,663,24,0.57,0,消费,1
58,69057.16,15912.79,629,22,0.219,1,消费,0
44,55161.21,15003.19,567,8,0.055,0,房贷,1
22,26959.82,1000.0,690,24,0.392,0,消费,0
42,67343.77,1000.0,613,15,0.403,0,创业,0
37,62934.76,3356.45,598,22,0.272,0,消费,0
56,54008.5,10688.19,714,22,0.52,1,房贷,0
34,70429.8,20161.56,768,7,0.394,0,消费,0
30,93932.07,13992.06,627,11,0.414,0,车贷,0
55,93261.0,16542.2,716,11,0.494,0,房贷,0
45,68162.82,4376.51,675,18,0.125,0,教育,0
23,63136.37,11398.8,685,23,0.302,0,房贷,0
67,68470.17,12556.62,603,16,0.18,2,房贷,1
58,71798.15,5576.75,645,14,0.298,0,教育,0
37,59097.44,2908.74,583,21,0.387,0,消费,1
32,68839.95,10073.24,574,17,0.45,0,创业,1
44,30380.15,17620.51,696,6,0.432,0,消费,0
49,66789.68,4307.91,623,12,0.269,0,消费,0
63,75489.9,10230.36,596,18,0.56,0,车贷,0
45,54223.48,23517.41,575,15,0.461,0,车贷,1
56,62899.6,7585.6,554,10,0.265,1,消费,1
46,40546.88,12061.91,523,4,0.296,0,消费,1
58,37493.1,11101.48,668,1,0.407,0,教育,0
21,69637.93,10403.77,476,0,0.255,0,车贷,1
40,48949.61,26182.06,693,15,0.363,0,车贷,0
48,25909.84,14598.9,692,4,0.285,1,教育,0
36,40540.88,1000.0,653,24,0.619,0,房贷,0
67,43739.66,24991.57,665,24,0.245,0,消费,0
37,82040.77,14335.91,640,6,0.345,0,教育,1
60,68940.51,8824.62,676,8,0.371,0,消费,0
48,45824.75,23470.26,675,3,0.256,0,房贷,0
32,52069.15,5381.14,751,18,0.229,0,教育,0
47,93865.86,26583.45,767,19,0.411,0,创业,0
62,85594.25,12793.07,765,14,0.473,1,房贷,0
67,40402.67,20547.25,604,6,0.145,0,车贷,1
50,90597.57,38073.77,713,23,0.264,0,车贷,0
61,63226.17,13530.78,695,17,0.562,0,车贷,0
54,82591.46,11176.93,615,4,0.373,0,消费,1
57,61407.22,2930.25,598,20,0.233,0,车贷,0
26,91088.24,10975.15,634,24,0.132,0,消费,0
27,39488.35,3192.54,586,12,0.268,1,教育,1
52,59380.09,10410.77,563,2,0.133,0,房贷,1
52,91762.12,36604.82,695,5,0.396,0,创业,0
45,12362.62,13016.58,662,11,0.285,0,房贷,1
53,63986.65,7293.66,662,20,0.392,0,教育,0
27,56341.98,10217.4,725,17,0.508,0,房贷,0
32,80062.55,8499.09,646,17,0.481,1,创业,0
36,88538.1,20911.42,718,3,0.403,0,创业,0
36,81066.24,11233.09,608,19,0.193,1,车贷,1
63,70302.01,25675.55,608,22,0.433,0,房贷,1
56,65892.42,9313.16,661,13,0.53,0,消费,0
33,57460.37,9861.58,808,13,0.206,0,车贷,0
27,69619.4,4377.33,750,0,0.241,0,消费,0
56,97112.41,8741.25,737,10,0.053,0,创业,0
67,46728.73,1000.0,564,21,0.541,0,消费,1
29,56154.21,1000.0,670,8,0.474,1,消费,0
52,63338.78,17309.72,717,17,0.379,0,房贷,0
31,87020.52,1000.0,806,4,0.374,1,创业,0
28,69912.65,15450.71,542,9,0.471,0,房贷,1
53,86636.6,7745.78,711,14,0.155,0,房贷,0
43,87750.42,19986.0,735,9,0.332,0,消费,0
45,78024.81,1000.0,692,15,0.301,0,教育,0
28,41592.14,17085.13,565,3,0.297,0,消费,1
65,101544.07,14818.6,678,3,0.168,1,消费,0
42,96072.37,15081.39,690,7,0.325,0,消费,0
24,66397.88,21553.14,672,5,0.361,0,房贷,0
60,34601.05,12597.44,612,22,0.322,0,消费,0
23,30669.04,1000.0,603,10,0.298,1,房贷,1
49,70594.94,15817.42,692,24,0.268,0,房贷,0
61,49561.49,14717.22,613,12,0.306,0,消费,1
49,27221.84,9920.69,614,18,0.411,0,创业,1
54,30253.95,4844.93,650,10,0.378,0,消费,0
54,54660.38,8932.19,671,1,0.224,0,车贷,0
48,69288.45,24393.51,733,2,0.419,0,消费,0
33,95925.69,4180.78,576,14,0.503,0,创业,1
35,75652.86,1000.0,569,23,0.415,0,车贷,1
43,56609.1,1000.0,633,12,0.051,2,房贷,0
64,73358.89,11699.98,534,24,0.453,0,房贷,1
46,71392.49,26202.23,701,9,0.24,0,车贷,0
24,81269.99,30741.23,520,4,0.097,0,房贷,1
46,64121.27,17526.97,710,23,0.392,1,教育,0
60,87796.35,3659.41,738,10,0.528,0,消费,0
29,83137.94,4561.72,678,22,0.549,0,教育,0
25,66819.4,19444.62,530,13,0.375,0,创业,1
52,62377.06,23318.9,667,24,0.346,0,教育,0
40,85234.47,6543.03,604,19,0.276,1,房贷,0
31,49303.57,24107.83,576,14,0.558,2,教育,1
35,31854.52,10048.74,701,12,0.499,0,创业,0
52,31729.44,18071.41,714,2,0.343,0,房贷,0
48,47479.76,21736.47,750,8,0.032,1,房贷,0
42,79512.35,1000.0,640,7,0.526,0,消费,0
61,55698.43,15837.23,672,14,0.094,0,车贷,0
37,69499.35,24143.46,777,22,0.256,0,消费,0
46,54103.49,7234.35,807,0,0.306,0,车贷,0
64,54278.14,3019.06,736,1,0.072,0,消费,0
27,42439.8,16205.68,636,8,0.266,0,教育,0
62,62978.3,13134.27,661,20,0.16,0,房贷,0
46,61146.4,9217.92,648,16,0.307,0,车贷,0
45,74078.63,11981.19,709,8,0.443,1,车贷,0
30,71329.35,1000.0,603,0,0.433,0,消费,1
65,60662.76,15438.04,682,7,0.208,1,消费,0
39,31866.05,25537.08,683,4,0.499,0,消费,1
31,88552.75,5925.26,687,10,0.519,0,车贷,0
33,63129.02,4958.46,588,5,0.397,0,消费,0
28,66752.14,13466.77,677,16,0.341,1,房贷,0
60,100210.89,36189.96,784,17,0.234,0,房贷,0
24,84980.89,21349.01,628,22,0.171,1,车贷,0
67,74821.88,11199.51,678,17,0.534,0,消费,0
51,64949.27,12336.59,531,4,0.252,1,教育,1
48,64743.8,22190.2,678,24,0.716,0,车贷,0
31,70282.52,4270.31,675,4,0.19,1,创业,1
63,73951.95,17199.81,668,18,0.685,0,教育,0
21,102650.84,2501.63,711,12,0.423,0,消费,0
69,119411.85,19861.77,640,21,0.275,0,创业,0
67,71385.74,9501.39,742,6,0.378,0,教育,0
58,17627.93,13705.9,598,13,0.335,0,消费,1
44,44061.62,8949.55,761,7,0.282,0,车贷,0
67,104852.93,17938.84,675,2,0.165,0,房贷,0
51,80810.36,10515.2,655,3,0.081,0,消费,0
61,74373.02,30342.76,560,9,0.482,0,创业,1
66,61329.57,24060.37,582,3,0.471,0,教育,1
46,38841.51,1000.0,685,17,0.265,0,教育,0
69,101911.37,13627.38,610,22,0.259,1,车贷,0
25,46889.37,18248.82,730,11,0.529,0,创业,0
40,81044.86,8105.65,680,19,0.477,0,创业,0
61,36384.56,22306.05,560,19,0.137,0,房贷,1
31,60262.33,21304.53,713,14,0.492,0,消费,0
53,86845.06,11289.72,649,12,0.434,0,消费,0
58,59506.73,20340.34,657,11,0.347,0,房贷,0
47,56894.1,1000.0,733,7,0.133,0,教育,0
54,65234.0,23539.5,562,21,0.109,0,房贷,1
35,35607.94,19535.32,581,21,0.384,0,消费,0
52,31468.77,2754.74,683,8,0.324,0,房贷,0
41,80713.2,14140.98,541,19,0.187,0,消费,0
66,55711.38,1000.0,617,8,0.664,0,创业,0
25,80542.66,5510.9,728,16,0.537,0,房贷,0
26,89600.03,21312.93,652,24,0.139,0,消费,0
58,91370.14,11890.89,564,0,0.114,0,教育,1
42,29337.82,11420.27,673,22,0.332,0,创业,0
38,49647.76,12384.42,632,5,0.428,0,消费,1
34,76826.88,11392.85,611,6,0.478,1,消费,1
30,77166.04,20393.66,850,8,0.417,0,创业,0
66,114487.63,6738.59,700,9,0.364,0,房贷,0
33,45032.5,15564.44,640,3,0.565,0,车贷,1
51,90699.7,2270.75,723,15,0.686,0,消费,0
50,73190.04,18299.34,640,11,0.395,0,房贷,0
23,28914.81,9268.35,624,8,0.477,0,创业,1
50,52948.06,11651.61,681,2,0.096,0,消费,0
26,70775.62,8921.55,696,8,0.731,0,教育,0
49,27503.93,9996.95,725,16,0.459,1,车贷,0
28,19374.07,3459.83,760,13,0.146,0,房贷,0
64,26252.66,14798.63,743,4,0.337,0,房贷,0
65,70700.94,16714.64,720,20,0.309,0,车贷,0
63,54337.32,1000.0,727,0,0.554,0,消费,0
64,51360.97,6930.6,743,0,0.491,0,教育,0
53,52116.32,12255.12,710,2,0.101,0,教育,0
37,33669.31,6911.49,549,8,0.5,0,车贷,1
68,54959.13,10106.02,695,22,0.415,0,房贷,0
31,24951.24,25736.86,756,5,0.294,0,创业,0
33,91128.11,3345.62,604,8,0.503,0,房贷,0
31,102231.25,1000.0,633,3,0.422,1,车贷,0
51,13826.6,6910.71,656,19,0.259,0,消费,0
48,54679.15,9210.64,673,18,0.379,0,教育,0
64,56111.75,7835.09,621,4,0.508,0,车贷,1
26,61161.34,14284.9,664,4,0.224,1,创业,1
61,87033.67,3261.31,696,13,0.217,0,消费,0
36,54743.36,2010.12,519,9,0.295,0,车贷,1
24,63058.47,6266.86,665,22,0.233,0,消费,0
55,130539.21,6442.29,633,15,0.383,0,房贷,0
68,62551.56,30027.15,541,22,0.362,0,教育,1
46,103857.28,25195.8,699,5,0.227,0,消费,0
32,76043.73,1000.0,682,19,0.127,0,创业,0
31,52818.4,1000.0,672,22,0.342,0,车贷,0
57,49143.85,11271.1,703,13,0.356,0,房贷,0
45,64840.0,28248.56,682,17,0.544,0,教育,0
38,40217.59,17661.76,608,8,0.09,0,创业,0
39,45994.95,11720.47,711,6,0.286,0,消费,0
43,55692.67,8123.37,723,17,0.069,0,消费,0
58,71453.56,21155.88,584,9,0.077,0,车贷,0
38,105171.94,13512.91,722,1,0.407,0,消费,0
46,54331.0,26719.95,640,12,0.355,0,创业,1
26,75153.4,1000.0,703,5,0.227,1,车贷,0
24,29186.25,15600.99,671,22,0.252,0,房贷,0
64,88326.35,7211.97,648,8,0.283,0,教育,0
49,27122.98,15521.34,698,19,0.096,0,车贷,0
54,82564.5,14132.28,637,7,0.212,0,教育,0
37,63219.65,16332.16,736,9,0.231,0,房贷,0
63,62345.64,20309.45,747,15,0.509,0,车贷,0
63,58394.18,23813.24,622,14,0.392,0,消费,0
36,36372.44,28589.65,648,12,0.411,0,车贷,1
22,37538.05,12134.25,634,17,0.24,0,创业,0
54,83403.44,7390.03,686,5,0.269,0,消费,0
28,65262.61,1580.51,752,19,0.251,0,车贷,0
33,58233.75,15696.53,543,23,0.084,0,车贷,1
62,74754.75,19096.8,561,8,0.216,0,消费,1
28,67228.83,1000.0,654,17,0.548,0,车贷,0
50,47555.51,21729.65,673,6,0.338,0,创业,1
52,119141.92,11138.52,594,22,0.221,1,房贷,1
56,81296.64,1325.56,673,23,0.41,0,房贷,0
67,67795.51,4789.56,608,4,0.626,0,房贷,1
50,53700.55,3982.44,629,10,0.495,0,消费,0
21,85960.71,4133.63,749,12,0.221,0,消费,0
63,47673.51,16844.16,636,2,0.268,0,房贷,0
59,45820.96,19342.54,635,0,0.4,0,消费,1
37,102253.16,26442.74,669,3,0.496,0,房贷,0
40,65674.85,6065.11,736,18,0.233,0,教育,0
44,48206.32,14915.13,657,17,0.101,0,房贷,0
42,65125.09,6500.28,621,5,0.289,1,教育,1
49,83704.1,12171.05,701,22,0.319,0,教育,0
42,78667.6,1000.0,717,9,0.149,1,房贷,0
64,86433.77,2452.82,740,6,0.486,1,消费,0
29,37509.77,18826.01,658,11,0.225,1,教育,1
57,85881.28,1000.0,693,7,0.33,1,消费,0
30,61060.71,17226.06,715,12,0.34,0,教育,0
56,66960.22,6252.73,673,17,0.229,0,消费,0
57,91608.88,1000.0,752,13,0.58,0,教育,0
48,80459.96,1000.0,706,10,0.434,0,创业,0
48,72723.15,24439.42,792,9,0.173,0,创业,0
62,21352.07,1000.0,724,5,0.281,0,消费,0
63,63998.96,11452.83,525,12,0.194,0,创业,1
41,47737.14,15008.58,632,21,0.079,0,创业,0
44,80643.0,1000.0,547,9,0.23,0,车贷,1
62,86801.08,7295.03,615,11,0.686,0,创业,0
60,58355.32,16070.0,634,0,0.138,0,车贷,0
22,50325.09,14493.19,721,17,0.305,0,房贷,0
28,99238.62,8085.11,629,12,0.53,0,创业,1
68,51730.75,14013.69,758,24,0.043,0,房贷,0
47,38720.17,11131.01,613,23,0.557,0,消费,0
42,46681.23,3751.46,640,3,0.094,0,创业,0
57,52790.01,22204.17,573,5,0.494,0,房贷,1
47,46050.01,13763.07,761,17,0.228,0,车贷,0
49,83598.61,1000.0,770,4,0.196,0,消费,0
23,16645.9,16434.23,651,17,0.423,0,消费,1
64,45583.67,6768.12,556,4,0.506,0,消费,1
33,63955.06,9539.79,645,6,0.246,1,创业,0
65,69625.42,12069.66,676,22,0.551,0,房贷,0
30,102220.37,5259.95,616,8,0.271,0,车贷,0
56,98995.23,27325.82,825,2,0.182,0,消费,0
29,29783.78,1000.0,788,11,0.238,0,消费,0
47,23022.95,12481.84,538,19,0.4,0,车贷,1
54,65549.37,15241.49,579,24,0.451,0,车贷,0
21,50189.92,12350.31,692,13,0.356,0,车贷,0
52,38775.42,10376.62,585,7,0.631,0,创业,1
45,65354.66,8795.39,673,11,0.398,0,创业,0
49,70075.34,5172.97,661,6,0.562,0,房贷,1
27,46542.69,5022.24,657,23,0.082,0,车贷,0
69,51270.14,21847.62,731,8,0.144,0,车贷,0
23,48235.09,8245.15,787,11,0.087,0,创业,0
40,55947.19,30123.58,688,3,0.164,0,创业,1
40,76911.77,17685.99,575,4,0.297,0,消费,1
50,41286.07,1000.0,670,8,0.482,0,房贷,0
55,50904.93,19507.7,619,6,0.256,0,房贷,1
55,56215.79,11548.14,799,13,0.074,0,教育,0
69,64851.45,1000.0,709,19,0.162,0,创业,0
59,71071.66,23086.17,688,21,0.122,0,房贷,0
47,109929.67,8294.71,705,16,0.392,1,消费,0
46,77586.77,7572.07,657,0,0.468,0,房贷,0
34,78110.49,15189.12,748,24,0.22,0,教育,0
37,59134.51,21714.06,620,14,0.251,1,消费,1
38,43442.95,12964.03,727,23,0.127,0,消费,0
65,53379.29,12355.46,771,14,0.151,0,消费,0
49,49372.69,6076.64,603,0,0.359,1,消费,1
40,73629.07,21568.93,684,14,0.633,0,车贷,0
47,28671.81,13045.93,689,1,0.426,1,车贷,1
38,78035.74,10083.73,585,3,0.509,0,消费,1
24,62420.73,9029.19,564,16,0.438,0,房贷,1
21,81133.66,20728.02,596,15,0.272,0,教育,0
21,49074.02,9770.25,656,17,0.507,0,创业,0
46,45169.87,20749.88,689,20,0.527,0,创业,0
65,56053.29,7991.62,634,15,0.392,0,消费,0
40,55525.72,18139.6,795,7,0.69,0,房贷,0
43,82739.67,13760.32,732,5,0.587,0,创业,0
30,82529.71,3918.58,692,21,0.168,0,创业,0
31,106910.51,11260.7,630,19,0.476,0,消费,1
61,54099.17,1000.0,665,1,0.295,1,车贷,1
61,10000.0,5675.66,737,18,0.327,0,教育,0
25,55992.7,1000.0,724,12,0.144,1,消费,0
21,70074.47,28978.75,724,21,0.187,0,消费,0
37,80719.68,1000.0,639,21,0.421,0,车贷,0
42,71679.29,33979.22,623,20,0.245,0,车贷,0
54,54081.89,16371.38,560,5,0.284,0,消费,1
65,102711.62,7589.63,697,5,0.12,0,消费,0
61,42257.81,18854.06,554,12,0.428,1,教育,1
49,58957.81,6521.62,659,0,0.141,1,车贷,0
24,41241.98,1000.0,631,21,0.308,0,消费,0
25,65430.69,12672.1,676,20,0.697,0,房贷,0
31,99958.13,17950.62,742,23,0.123,0,房贷,0
41,61899.63,22866.49,755,8,0.172,0,教育,0
